
0,0,0
0,0,130
0,0,0
0,0,-75
0,0,-45
0,0,-130
0,0,160
0,-1.5,0
0,-0.5,70
0,0,90
0,0,0
0,0,-90
0,0,-75
0,0,-135
0,0,130
0,-1.5,0
0,-1,45
-0.3,-0.3,-110
-0.8,0.2,180
0,0,200
-0.5,0.5,135
0,0,45
-1.5,0.7,-115
-0.8,0.8,-50
0,0,-90
0,0,-45
0,0,-135
0,0,150
0,0,0
0,0,70
0,0,0
0,0,-45
0,0,-135
0,0,60
0,0,135
0,0,-70
0,0,-150
0,0,0
0,0,120
-0.5,-0.3,-95
0,0,110
0,0,-180
0,0,-150
0,0,-90
0,0,70
