"rgb_colors:0","rgb_colors:1","rgb_colors:2","z","Points:0","Points:1","Points:2"
0,0,0,0.385,0.405,-0.475,0.385
0,0,0,0.385,0.415,-0.475,0.385
0,0,0,0.395,0.405,-0.475,0.395
0,0,0,0.385,0.425,-0.475,0.385
0,0,0,0.385,0.435,-0.475,0.385
0,0,0,0.385,0.445,-0.475,0.385
0,0,0,0.385,0.455,-0.475,0.385
0,0,0,0.385,0.465,-0.475,0.385
0,0,0,0.385,0.475,-0.475,0.385
0,0,0,0.375,0.485,-0.475,0.375
0,0,0,0.375,0.495,-0.475,0.375
0,0,0,0.375,0.505,-0.475,0.375
0,0,0,0.375,0.515,-0.475,0.375
0,0,0,0.375,0.525,-0.475,0.375
0,0,0,0.375,0.535,-0.475,0.375
0,0,0,0.375,0.545,-0.475,0.375
0,0,0,0.375,0.555,-0.475,0.375
0,0,0,0.365,0.565,-0.475,0.365
0,0,0,0.505,0.395,-0.535,0.505
0,0,0,0.495,0.395,-0.485,0.495
0,0,0,0.525,0.395,-0.515,0.525
0,0,0,0.535,0.395,-0.515,0.535
0,0,0,0.555,0.395,-0.505,0.555
0,0,0,0.575,0.395,-0.525,0.575
0,0,0,0.575,0.395,-0.495,0.575
0,0,0,0.595,0.395,-0.515,0.595
0,0,0,0.585,0.395,-0.485,0.585
0,0,0,0.605,0.395,-0.505,0.605
0,0,0,0.625,0.395,-0.495,0.625
0,0,0,0.585,0.415,-0.485,0.585
0,0,0,0.595,0.405,-0.485,0.595
0,0,0,0.585,0.425,-0.485,0.585
0,0,0,0.585,0.435,-0.485,0.585
0,0,0,0.585,0.445,-0.485,0.585
0,0,0,0.585,0.455,-0.485,0.585
0,0,0,0.585,0.465,-0.485,0.585
0,0,0,0.585,0.475,-0.485,0.585
0,0,0,0.575,0.485,-0.485,0.575
0,0,0,0.585,0.485,-0.485,0.585
0,0,0,0.495,0.405,-0.475,0.495
0,0,0,0.495,0.415,-0.475,0.495
0,0,0,0.495,0.425,-0.475,0.495
0,0,0,0.495,0.435,-0.475,0.495
0,0,0,0.495,0.445,-0.475,0.495
0,0,0,0.495,0.455,-0.475,0.495
0,0,0,0.485,0.475,-0.475,0.485
0,0,0,0.495,0.465,-0.475,0.495
0,0,0,0.485,0.485,-0.475,0.485
0,0,0,0.485,0.495,-0.475,0.485
0,0,0,0.485,0.505,-0.475,0.485
0,0,0,0.485,0.515,-0.475,0.485
0,0,0,0.485,0.525,-0.475,0.485
0,0,0,0.005,0.645,-0.445,0.005
0,0,0,0.005,0.655,-0.445,0.005
0,0,0,0.005,0.665,-0.445,0.005
0,0,0,0.005,0.675,-0.445,0.005
0,0,0,0.005,0.685,-0.445,0.005
0,0,0,0.005,0.695,-0.435,0.005
0,0,0,0.005,0.705,-0.435,0.005
0,0,0,0.005,0.715,-0.435,0.005
0,0,0,0.075,0.645,-0.475,0.075
0,0,0,0.075,0.655,-0.475,0.075
0,0,0,0.075,0.665,-0.475,0.075
0,0,0,0.075,0.675,-0.475,0.075
0,0,0,0.075,0.685,-0.475,0.075
0,0,0,0.005,0.645,-0.385,0.005
0,0,0,0.005,0.655,-0.385,0.005
0,0,0,0.005,0.665,-0.385,0.005
0,0,0,0.005,0.675,-0.385,0.005
0,0,0,0.005,0.685,-0.385,0.005
0,0,0,0.005,0.695,-0.385,0.005
0,0,0,0.005,0.705,-0.385,0.005
0,0,0,0.005,0.715,-0.385,0.005
0,0,0,0.005,0.645,-0.325,0.005
0,0,0,0.005,0.655,-0.325,0.005
0,0,0,0.005,0.665,-0.325,0.005
0,0,0,0.005,0.675,-0.325,0.005
0,0,0,0.005,0.685,-0.315,0.005
0,0,0,0.005,0.695,-0.315,0.005
0,0,0,0.005,0.705,-0.315,0.005
0,0,0,0.005,0.715,-0.315,0.005
0,0,0,0.005,0.645,-0.265,0.005
0,0,0,0.005,0.655,-0.265,0.005
0,0,0,0.005,0.665,-0.265,0.005
0,0,0,0.005,0.675,-0.265,0.005
0,0,0,0.005,0.685,-0.265,0.005
0,0,0,0.005,0.695,-0.265,0.005
0,0,0,0.005,0.695,-0.255,0.005
0,0,0,0.005,0.705,-0.255,0.005
0,0,0,0.005,0.715,-0.255,0.005
0,0,0,0.005,0.645,-0.205,0.005
0,0,0,0.005,0.655,-0.205,0.005
0,0,0,0.005,0.665,-0.205,0.005
