-1.75962 , -1.68362
-1.75295 , -1.69167
-1.74556 , -1.69897
-1.73813 , -1.70624
-1.73067 , -1.71347
-1.70797 , -1.70478
-1.69844 , -1.70972
-1.69097 , -1.71678
-1.67937 , -1.71942
-1.66982 , -1.72419
-1.66228 , -1.73113
-1.64329 , -1.72545
-1.62771 , -1.72336
-1.61884 , -1.72862
-1.60863 , -1.73234
-1.59974 , -1.7375
-1.59215 , -1.74414
-1.57668 , -1.74165
-1.56842 , -1.74742
-1.55368 , -1.74552
-1.54091 , -1.74582
-1.53264 , -1.75142
-1.52499 , -1.75776
-1.5097 , -1.75478
-1.4907 , -1.74703
-1.48057 , -1.75007
-1.47167 , -1.75461
-1.46153 , -1.75754
-1.45139 , -1.76042
-1.44001 , -1.76166
-1.42318 , -1.7557
-1.41551 , -1.76156
-1.40781 , -1.76738
-1.40009 , -1.77318
-1.38995 , -1.77573
-1.38219 , -1.78144
-1.36736 , -1.77742
-1.35141 , -1.77167
-1.34367 , -1.77722
-1.33418 , -1.78028
-1.32524 , -1.78412
-1.31745 , -1.78955
-1.30736 , -1.79165
-1.29165 , -1.78544
-1.28385 , -1.79072
-1.27602 , -1.79598
-1.29467 , -1.84123
-1.41657 , -2.04472
-1.41036 , -2.05475
-1.40679 , -2.06896
-1.39776 , -2.07474
-1.38868 , -2.0805
-1.37429 , -2.07772
-1.36206 , -2.07827
-1.34462 , -2.07021
-1.33558 , -2.07573
-1.32651 , -2.0812
-1.31894 , -2.08922
-2.3122 , -3.79635
-2.29562 , -3.80607
-2.27899 , -3.81571
-2.26183 , -3.82442
-2.23919 , -3.82349
-2.22201 , -3.83201
-2.20188 , -3.83522
-2.17887 , -3.83306
-2.16213 , -3.84219
-2.13825 , -3.83804
-2.12147 , -3.84701
-2.10932 , -3.86475
-2.09475 , -3.87802
-2.0888 , -3.90812
-2.07174 , -3.91687
-2.05778 , -3.93179
-2.04059 , -3.94041
-2.02117 , -3.94445
-2.00394 , -3.9529
-1.98668 , -3.96127
-1.96809 , -3.96686
-1.94264 , -3.95791
-1.92494 , -3.96511
-1.90762 , -3.97313
-1.8882 , -3.97654
-1.87084 , -3.9844
-1.84815 , -3.98032
-1.82954 , -3.98528
-1.80456 , -3.97546
-1.78602 , -3.98021
-1.76864 , -3.98763
-1.75084 , -3.99405
-1.73223 , -3.99856
-1.71136 , -3.99742
-1.69129 , -3.99802
-1.67383 , -4.00503
-1.65415 , -4.00638
-1.63521 , -4.0095
-1.6166 , -4.01347
-1.59872 , -4.01922
-1.58048 , -4.02395
-1.56256 , -4.02954
-1.54258 , -4.0294
-1.5233 , -4.03106
-1.50534 , -4.0364
-1.48772 , -4.04259
-1.46844 , -4.04399
-1.44886 , -4.04434
-1.42835 , -4.04176
-1.40911 , -4.04288
-1.39147 , -4.04865
-1.37379 , -4.05435
-1.35609 , -4.05998
-1.33689 , -4.06075
-1.31916 , -4.06621
-1.30081 , -4.06969
-1.28191 , -4.07115
-1.26414 , -4.07638
-1.24387 , -4.07287
-1.22609 , -4.07792
-1.20294 , -4.06363
-1.17282 , -4.02317
