-3.14626 , -3.07026
-3.13493 , -3.08577
-3.12214 , -3.0998
-3.10859 , -3.11306
-3.09498 , -3.12626
-3.08131 , -3.1394
-3.06757 , -3.15249
-3.0442 , -3.15532
-3.02836 , -3.16604
-3.01248 , -3.17669
-2.9959 , -3.18652
-2.97995 , -3.197
-2.96596 , -3.20966
-2.95193 , -3.22223
-2.93056 , -3.22651
-2.91646 , -3.23893
-2.9023 , -3.25129
-2.88807 , -3.26361
-2.87381 , -3.27584
-2.85238 , -3.27962
-2.83741 , -3.29093
-2.81727 , -3.29603
-2.80287 , -3.30796
-2.78776 , -3.31906
-2.77325 , -3.33086
-2.75306 , -3.33557
-2.736 , -3.34409
-2.72138 , -3.35566
-2.70795 , -3.36875
-2.69321 , -3.38021
-2.67722 , -3.39001
-2.66181 , -3.40053
-2.64695 , -3.41178
-2.63084 , -3.42136
-2.61587 , -3.43248
-2.60147 , -3.44434
-2.58642 , -3.45532
-2.57074 , -3.46543
-2.55327 , -3.47302
-2.53637 , -3.48134
-2.52114 , -3.49206
-2.50759 , -3.50516
-2.49228 , -3.51573
-2.4741 , -3.5221
-2.45648 , -3.52922
-2.43715 , -3.53376
-2.42171 , -3.54403
-2.40623 , -3.55423
-2.39452 , -3.57023
-2.37892 , -3.58031
-2.36328 , -3.59032
-2.34598 , -3.59774
-2.33026 , -3.60761
-2.3145 , -3.61741
-2.29974 , -3.62884
-2.28493 , -3.64022
-2.26903 , -3.64982
-2.25307 , -3.65936
-2.23607 , -3.6671
-2.22005 , -3.67649
-2.20399 , -3.68581
-2.19038 , -3.6994
-2.17715 , -3.71382
-2.16093 , -3.72295
-2.14467 , -3.73201
-2.12596 , -3.73661
-2.10917 , -3.74464
-2.09281 , -3.75348
-2.0764 , -3.76225
-2.06742 , -3.7851
-2.05273 , -3.7973
-2.03615 , -3.80589
-2.01953 , -3.8144
-2.00332 , -3.82374
-1.9866 , -3.83212
-1.97119 , -3.84311
-1.95441 , -3.85134
-1.9415 , -3.8676
-1.92461 , -3.8757
-1.90766 , -3.88374
-1.8907 , -3.89169
-1.87371 , -3.89957
-1.85751 , -3.9092
-1.84209 , -3.92058
-1.83066 , -3.94104
-1.81423 , -3.95049
-1.79698 , -3.95804
-1.77891 , -3.96367
-1.76278 , -3.97382
-1.74581 , -3.98207
-1.73414 , -4.00318
-1.71666 , -4.01038
-1.70103 , -4.02213
-1.68384 , -4.03011
-1.66697 , -4.03895
-1.64934 , -4.04585
-1.63309 , -4.05642
-1.61998 , -4.07533
-1.60324 , -4.08483
-1.58575 , -4.09239
-1.56857 , -4.10082
-1.55168 , -4.11012
-1.53405 , -4.11747
-1.51706 , -4.12662
-1.4997 , -4.13476
-1.48197 , -4.14188
-1.46579 , -4.15366
-1.45358 , -4.17773
-1.43844 , -4.19321
-1.42013 , -4.19912
-1.403 , -4.20876
-1.38493 , -4.21546
-1.36653 , -4.22113
-1.3547 , -4.24875
-1.33673 , -4.25621
-1.31899 , -4.26455
-1.30258 , -4.27762
-1.28418 , -4.28389
-1.26574 , -4.29008
-1.24883 , -4.30199
-1.23342 , -4.31963
-1.21788 , -4.3372
-1.19895 , -4.34214
-1.18147 , -4.35282
-1.16414 , -4.3644
-1.1458 , -4.37202
-1.12906 , -4.38636
-1.11083 , -4.39481
-1.09255 , -4.40318
-1.07377 , -4.40952
-1.05515 , -4.41677
-1.03842 , -4.43272
-1.02344 , -4.45742
-1.005 , -4.46641
-0.985711 , -4.4714
-0.966197 , -4.47532
-0.947784 , -4.48506
-0.931195 , -4.50454
-0.914089 , -4.52199
-0.895422 , -4.53151
-0.876341 , -4.53898
-0.85803 , -4.5513
-0.839985 , -4.56552
-0.820704 , -4.57276
-0.805443 , -4.60559
-0.785802 , -4.6117
-0.765677 , -4.61475
-0.745943 , -4.62069
-0.727728 , -4.63743
-0.708841 , -4.65014
-0.689986 , -4.66376
-0.671402 , -4.68028
-0.652415 , -4.69475
-0.632399 , -4.70119
-0.613924 , -4.72146
-0.593323 , -4.72376
-0.573548 , -4.73393
-0.554195 , -4.74898
-0.534692 , -4.76397
-0.515187 , -4.77987
