UTIME,AFFORDANCE_PLUS_BASE_OVERWRITE0,AFFORDANCE_PLUS_BOT_OVERWRITE1,CAMERALEFT_TX0,CAMERA_LHANDLEFT_TX0,CAMERA_RHANDLEFT_TX0,COMMITTED_FOOTSTEP_PLAN1,COMMITTED_GRASP_SEED1,COMMITTED_ROBOT_PLAN1,CONTROLLER_STATUS0,DATA_REQUEST1,DESIRED_NECK_PITCH1,DRC_DRIVING_CONTROL_STATUS0,DRIVING_CONTROLLER_COMMAND1,DRIVING_CONTROLLER_COMMAND_VALUES0,EST_ROBOT_STATE0,FREQUENCY_LCM0,GAZE_COMMAND1,MAP_CATALOG0,MAP_CLOUD0,MAP_COMMAND1,MAP_DEPTH0,MAP_MACRO1,MAP_OCTREE0,MAP_REQUEST1,NAV_GOAL_TIMED1,OBJECT_BEARING0,PMD_INFO0,PMD_ORDERS1,ROBOT_UTIME0,SENSOR_REQUEST1,SYSTEM_STATUS0,TLD_OBJECT_ROI1,TLD_OBJECT_ROI_RESULT0,TRACKER_COMMAND1,VRC_SCORE0
1369884137325484,0,0,36540,0,0,621,0,0,40959,125,0,0,0,0,168229,11430,0,0,0,0,37555,0,0,0,0,0,98508,38345,10200,0,2300,0,0,0,2520
1369884138326909,0,0,36540,0,0,621,0,0,41033,125,0,0,0,0,168511,11557,0,0,0,0,37555,0,0,0,0,0,98508,38345,10220,0,2300,0,0,0,2520
1369884139326570,0,0,36540,0,0,621,0,0,41107,125,0,0,0,0,168887,11557,0,0,0,0,37555,0,0,0,0,0,98508,38345,10240,0,2300,0,0,0,2520
1369884140326090,0,0,36540,0,0,621,0,0,41218,125,0,0,0,0,169263,11557,0,0,0,0,37555,0,0,0,0,0,98508,38345,10260,0,2300,0,0,0,2520
1369884141325370,0,0,44660,0,0,621,0,0,41292,150,0,0,0,0,169545,11557,0,0,0,0,45675,0,0,0,0,0,98516,38345,10280,0,2300,0,0,0,2520
1369884142325545,0,0,44660,0,0,621,0,0,41366,150,0,0,0,0,169921,11684,0,0,0,0,45675,0,0,0,0,0,98524,38345,10300,0,2300,0,0,0,2576
1369884143325013,0,0,44660,0,0,621,0,0,41477,150,0,0,0,0,170203,11684,0,0,0,0,45675,0,0,0,0,0,98524,38345,10320,0,2300,0,0,0,2576
1369884144326141,0,0,44660,0,0,621,0,0,41551,150,0,0,0,0,170579,11684,0,0,0,0,45675,0,0,0,0,0,98524,38345,10340,0,2300,0,0,0,2576
1369884145325720,0,0,44660,0,0,621,0,0,41625,150,0,0,0,0,170955,11684,0,0,0,0,45675,0,0,0,0,0,98524,38345,10360,0,2300,0,0,0,2576
1369884146325070,0,0,44660,0,0,621,0,0,41736,150,0,0,0,0,171237,11684,0,0,0,0,45675,0,0,0,0,0,98532,38345,10380,0,2300,0,0,0,2576
1369884147325406,0,0,44660,0,0,621,0,0,41810,150,0,0,0,0,171613,11811,0,0,0,0,45675,0,0,0,0,0,98540,38345,10400,0,2300,0,0,0,2576
1369884148325210,0,0,44660,0,0,621,0,0,41884,150,0,0,0,0,171895,11811,0,0,0,0,45675,0,0,0,0,0,98540,38345,10420,0,2300,0,0,0,2576
1369884149325349,0,0,44660,0,0,621,0,0,41958,150,0,0,0,0,172271,11811,0,0,0,0,45675,0,0,0,0,0,98540,38345,10440,0,2300,0,0,0,2576
1369884150325384,0,0,44660,0,0,621,0,0,42032,150,0,0,0,0,172553,11811,0,0,0,0,45675,0,0,0,0,0,98540,38345,10460,0,2300,0,0,0,2576
1369884151326053,0,0,44660,0,0,621,0,0,42143,150,0,0,0,0,172929,11811,0,0,0,0,45675,0,0,0,0,0,98548,38345,10480,0,2300,0,0,0,2576
1369884152325673,0,0,44660,0,0,621,0,0,42217,150,0,0,0,0,173211,11938,0,0,0,0,45675,0,0,0,0,0,98556,38345,10500,0,2300,0,0,0,2632
1369884153325842,0,0,44660,0,0,621,0,0,42328,150,0,0,0,0,173587,11938,0,0,0,0,45675,0,0,0,0,0,98556,38345,10520,0,2300,0,0,0,2632
1369884154324950,0,0,44660,0,0,621,0,0,42402,150,0,0,0,0,173869,11938,0,0,0,0,45675,0,0,0,0,0,98556,38345,10540,0,2300,0,0,0,2632
1369884155325383,0,0,44660,0,0,621,0,0,42513,150,0,0,0,0,174245,11938,0,0,0,0,45675,0,0,0,0,0,98556,38345,10560,0,2300,0,0,0,2632
1369884156325392,0,0,44660,0,0,621,0,0,42587,150,0,0,0,0,174621,12065,0,0,0,0,45675,0,0,0,0,0,98564,38345,10580,0,2300,0,0,0,2632
1369884157325604,0,0,44660,0,0,621,0,0,42661,150,0,0,0,0,174903,12065,0,0,0,0,45675,0,0,0,0,0,98572,38345,10600,0,2300,0,0,0,2632
1369884158325646,0,0,44660,0,0,621,0,0,42772,150,0,0,0,0,175279,12065,0,0,0,0,45675,0,0,0,0,0,98572,38345,10620,0,2300,0,0,0,2632
1369884159325384,0,0,44660,0,0,621,0,0,42846,150,0,0,0,0,175655,12065,0,0,0,0,45675,0,0,0,0,0,98572,38345,10640,0,2300,0,0,0,2632
1369884160325906,0,0,44660,0,0,621,0,0,42957,150,0,0,0,0,175937,12065,0,0,0,0,45675,0,0,0,0,0,98572,38345,10660,0,2300,0,0,0,2632
1369884161325066,0,0,44660,0,0,621,0,0,43031,150,0,0,0,0,176313,12192,0,0,0,0,45675,0,0,0,0,0,98580,38345,10680,0,2300,0,0,0,2688
1369884162325577,0,0,44660,0,0,621,0,0,43105,150,0,0,0,0,176595,12192,0,0,0,0,45675,0,0,0,0,0,98588,38345,10700,0,2300,0,0,0,2688
1369884163325334,0,0,44660,0,0,621,0,0,43179,150,0,0,0,0,176971,12192,0,0,0,0,45675,0,0,0,0,0,98588,38345,10720,0,2300,0,0,0,2688
1369884164326571,0,0,44660,0,0,621,0,0,43290,150,0,0,0,0,177347,12192,0,0,0,0,45675,0,0,0,0,0,98588,38345,10740,0,2300,0,0,0,2688
1369884165325736,0,0,44660,0,0,621,0,0,43364,150,0,0,0,0,177629,12192,0,0,0,0,45675,0,0,0,0,0,98588,38345,10760,0,2300,0,0,0,2688
1369884166325746,0,0,44660,0,0,621,0,0,43475,150,0,0,0,0,178005,12319,0,0,0,0,45675,0,0,0,0,0,98596,38345,10780,0,2300,0,0,0,2688
1369884167325301,0,0,44660,0,0,621,0,0,43549,150,0,0,0,0,178287,12319,0,0,0,0,45675,0,0,0,0,0,98604,38345,10800,0,2300,0,0,0,2688
1369884168325054,0,0,44660,0,0,621,0,0,43623,150,0,0,0,0,178663,12319,0,0,0,0,45675,0,0,0,0,0,98604,38345,10820,0,2300,0,0,0,2688
1369884169326462,0,0,44660,0,0,621,0,0,43697,150,0,0,0,0,179039,12319,0,0,0,0,45675,0,0,0,0,0,98604,38345,10840,0,2300,0,0,0,2688
1369884170325256,0,0,44660,0,0,621,0,0,43808,150,0,0,0,0,179321,12446,0,0,0,0,45675,0,0,0,0,0,98604,38345,10860,0,2300,0,0,0,2744
1369884171325066,0,0,44660,0,0,621,0,0,43882,150,0,0,0,0,179697,12446,0,0,0,0,45675,0,0,0,0,0,98612,38345,10880,0,2300,0,0,0,2744
1369884172325959,0,0,44660,0,0,621,0,0,43956,150,0,0,0,0,179979,12446,0,0,0,0,45675,0,0,0,0,0,98620,38345,10900,0,2300,0,0,0,2744
1369884173325333,0,0,44660,0,0,621,0,0,44030,150,0,0,0,0,180355,12446,0,0,0,0,45675,0,0,0,0,0,98620,38345,10920,0,2300,0,0,0,2744
1369884174325442,0,0,44660,0,0,621,0,0,44141,150,0,0,0,0,180637,12446,0,0,0,0,45675,0,0,0,0,0,98620,38345,10940,0,2300,0,0,0,2744
1369884175325246,0,0,44660,0,0,621,0,0,44215,150,0,0,0,0,181013,12573,0,0,0,0,45675,0,0,0,0,0,98620,38345,10960,0,2300,0,0,0,2744
1369884176325914,0,0,44660,0,0,621,0,0,44289,150,0,0,0,0,181389,12573,0,0,0,0,45675,0,0,0,0,0,98628,38345,10980,0,2300,0,0,0,2744
1369884177326012,0,0,44660,0,0,621,0,0,44400,150,0,0,0,0,181671,12573,0,0,0,0,45675,0,0,0,0,0,98636,38345,11000,0,2300,0,0,0,2744
1369884178325204,0,0,44660,0,0,923,0,0,44474,150,0,0,0,0,182047,12573,0,0,0,0,45675,0,0,0,0,0,98636,38345,11020,0,2370,0,0,0,2744
1369884179325712,0,0,44660,0,0,923,0,0,44585,150,0,0,0,0,182329,12573,0,0,0,0,45675,0,0,0,0,0,98636,38345,11040,0,2370,0,0,0,2744
1369884180325526,0,0,44660,0,0,923,0,0,44659,150,0,0,0,0,182705,12700,0,0,0,0,45675,0,0,0,0,0,98636,38345,11060,0,2370,0,0,0,2800
1369884181325654,0,0,44660,0,0,923,0,0,44733,150,0,0,0,0,182987,12700,0,0,0,0,45675,0,0,0,0,0,98644,38345,11080,0,2370,0,0,0,2800
1369884182325018,0,0,44660,0,0,923,0,0,44807,150,0,0,0,0,183363,12700,0,0,0,0,45675,0,0,0,0,0,98652,38345,11100,0,2370,0,0,0,2800
1369884183325573,0,0,44660,0,0,923,0,0,44918,150,0,0,0,0,183739,12700,0,0,0,0,45675,0,0,0,0,0,98652,38345,11120,0,2433,0,0,0,2800
1369884184325229,0,0,44660,0,0,923,0,0,44992,150,0,0,0,0,184021,12827,0,0,0,0,45675,0,0,0,0,0,98652,38345,11140,0,2433,0,0,0,2800
1369884185325301,0,0,44660,0,0,923,0,0,45066,150,0,0,0,0,184397,12827,0,0,0,0,45675,0,0,0,0,0,98652,38345,11160,0,2433,0,0,0,2800
1369884186325731,0,0,44660,0,0,923,0,0,45140,150,0,0,0,0,184773,12827,0,0,0,0,45675,0,0,0,0,0,98660,38345,11180,0,2433,0,0,0,2800
1369884187324974,0,0,44660,0,0,923,0,0,45251,150,0,0,0,0,185055,12827,0,0,0,0,45675,0,0,0,0,0,98668,38345,11200,0,2433,0,0,0,2800
1369884188325355,0,0,44660,0,0,923,0,0,45325,150,0,0,0,0,185431,12827,0,0,0,0,45675,0,0,0,0,0,98668,38345,11220,0,2433,0,0,0,2800
1369884189325806,0,0,44660,0,0,923,0,0,45399,150,0,0,0,0,185713,12954,0,0,0,0,45675,0,0,0,0,0,98668,38345,11240,0,2433,0,0,0,2856
1369884190325366,0,0,44660,0,0,923,0,0,45473,150,0,0,0,0,186089,12954,0,0,0,0,45675,0,0,0,0,0,98668,38345,11260,0,2838,0,0,0,2856
1369884191326060,0,0,44660,0,0,923,0,0,45584,150,0,0,0,0,186465,12954,0,0,0,0,45675,0,0,0,0,0,98676,38345,11280,0,2838,0,0,0,2856
1369884192325621,0,0,44660,0,0,923,0,0,45658,150,0,0,0,0,186747,12954,0,0,0,0,45675,0,0,0,0,0,98684,38345,11300,0,2838,0,0,0,2856
1369884193325854,0,0,44660,0,0,923,0,0,45732,150,0,0,0,0,187123,13081,0,0,0,0,45675,0,0,0,0,0,98684,38345,11320,0,2838,0,0,0,2856
1369884194325933,0,0,44660,0,0,923,0,0,45843,150,0,0,0,0,187405,13081,0,0,0,0,45675,0,0,0,0,0,98684,38345,11340,0,2838,0,0,0,2856
1369884195325280,0,0,44660,0,0,923,0,0,45917,150,0,0,0,0,187781,13081,0,0,0,0,45675,0,0,0,0,0,98684,38345,11360,0,2838,0,0,0,2856
1369884196325852,0,0,44660,0,0,923,0,0,45991,150,0,0,0,0,188157,13081,0,0,0,0,45675,0,0,0,0,0,98692,38345,11380,0,2838,0,0,0,2856
1369884197325090,0,0,44660,0,0,923,0,0,46065,150,0,0,0,0,188533,13208,0,0,0,0,45675,0,0,0,0,0,98700,38345,11400,0,2838,0,0,0,2912
1369884198326031,0,0,44660,0,0,923,0,0,46176,150,0,0,0,0,188815,13208,0,0,0,0,45675,0,0,0,0,0,98700,38345,11420,0,2838,0,0,0,2912
1369884199325708,0,0,44660,0,0,923,0,0,46250,150,0,0,0,0,189191,13208,0,0,0,0,45675,0,0,0,0,0,98700,38345,11440,0,2838,0,0,0,2912
1369884200325498,0,0,44660,0,0,923,0,0,46324,150,0,0,0,0,189567,13208,0,0,0,0,45675,0,0,0,0,0,98700,38345,11460,0,2838,0,0,0,2912
1369884201325776,0,0,44660,0,0,923,0,0,46435,150,0,0,0,0,189849,13335,0,0,0,0,45675,0,0,0,0,0,98708,38345,11480,0,2838,0,0,0,2912
1369884202326106,0,0,44660,0,0,923,0,0,46509,150,0,0,0,0,190225,13335,0,0,0,0,45675,0,0,0,0,0,98716,38345,11500,0,2838,0,0,0,2912
1369884203325265,0,0,44660,0,0,923,0,0,46583,150,0,0,0,0,190601,13335,0,0,0,0,45675,0,0,0,0,0,98716,38345,11520,0,2838,0,0,0,2912
1369884204325215,0,0,44660,0,0,923,0,0,46694,150,0,0,0,0,190883,13335,0,0,0,0,45675,0,0,0,0,0,98716,38345,11540,0,2838,0,0,0,2912
1369884205325591,0,0,44660,0,0,923,0,0,46768,150,0,0,0,0,191259,13462,0,0,0,0,45675,0,0,0,0,0,98716,38345,11560,0,2838,0,0,0,2968
1369884206324949,0,0,44660,0,0,923,0,0,46879,150,0,0,0,0,191635,13462,0,0,0,0,45675,0,0,0,0,0,98724,38345,11580,0,2838,0,0,0,2968
1369884207325608,0,0,44660,0,0,923,0,0,46953,150,0,0,0,0,191917,13462,0,0,0,0,45675,0,0,0,0,0,98732,38345,11600,0,2838,0,0,0,2968
1369884208325966,0,0,44660,0,0,923,0,0,47027,150,0,0,0,0,192293,13462,0,0,0,0,45675,0,0,0,0,0,98732,38345,11620,0,2838,0,0,0,2968
1369884209325628,0,0,44660,0,0,923,0,0,47101,150,0,0,0,0,192669,13589,0,0,0,0,45675,0,0,0,0,0,98732,38345,11640,0,2838,0,0,0,2968
1369884210325521,0,0,44660,0,0,923,0,0,47212,150,0,0,0,0,192951,13589,0,0,0,0,45675,0,0,0,0,0,98732,38345,11660,0,2838,0,0,0,2968
1369884211325093,0,0,44660,0,0,923,0,0,47286,150,0,0,0,0,193327,13589,0,0,0,0,45675,0,0,0,0,0,98740,38345,11680,0,2838,0,0,0,2968
1369884212326108,0,0,44660,0,0,923,0,0,47360,150,0,0,0,0,193703,13589,0,0,0,0,45675,0,0,0,0,0,98748,38345,11700,0,2838,0,0,0,2968
1369884213325584,0,0,44660,0,0,923,0,0,47471,150,0,0,0,0,194079,13716,0,0,0,0,45675,0,0,0,0,0,98748,38345,11720,0,2838,0,0,0,3024
1369884214325665,0,0,44660,0,0,923,0,0,47545,150,0,0,0,0,194361,13716,0,0,0,0,45675,0,0,0,0,0,98748,38345,11740,0,2838,0,0,0,3024
1369884215325155,0,0,44660,0,0,923,0,0,47656,150,0,0,0,0,194737,13716,0,0,0,0,45675,0,0,0,0,0,98748,38345,11760,0,2838,0,0,0,3024
1369884216325095,0,0,44660,0,0,923,0,0,47730,150,0,0,0,0,195113,13716,0,0,0,0,45675,0,0,0,0,0,98756,38345,11780,0,2838,0,0,0,3024
1369884217325318,0,0,44660,0,0,923,0,0,47804,150,0,0,0,0,195489,13843,0,0,0,0,45675,0,0,0,0,0,98764,38345,11800,0,2838,0,0,0,3024
1369884218325639,0,0,44660,0,0,923,0,0,47878,150,0,0,0,0,195771,13843,0,0,0,0,45675,0,0,0,0,0,98764,38345,11820,0,2838,0,0,0,3024
1369884219325431,0,0,44660,0,0,923,0,0,47989,150,0,0,0,0,196147,13843,0,0,0,0,45675,0,0,0,0,0,98764,38345,11840,0,2838,0,0,0,3024
1369884220326103,0,0,44660,0,0,923,0,0,48063,150,0,0,0,0,196523,13970,0,0,0,0,45675,0,0,0,0,0,98764,38345,11860,0,2838,0,0,0,3080
1369884221325237,0,0,44660,0,0,923,0,0,48174,150,0,0,0,0,196805,13970,0,0,0,0,45675,0,0,0,0,0,98772,38345,11880,0,2838,0,0,0,3080
1369884222325420,0,0,44660,0,0,923,0,0,48248,150,0,0,0,0,197181,13970,0,0,0,0,45675,0,0,0,0,0,98780,38345,11900,0,2838,0,0,0,3080
1369884223325749,0,0,44660,0,0,923,0,0,48322,150,0,0,0,0,197557,13970,0,0,0,0,45675,0,0,0,0,0,98780,38345,11920,0,2838,0,0,0,3080
1369884224325003,0,0,44660,0,0,923,0,0,48433,150,0,0,0,0,197933,14097,0,0,0,0,45675,0,0,0,0,0,98780,38345,11940,0,2838,0,0,0,3080
1369884225325425,0,0,44660,0,0,923,0,0,48507,150,0,0,0,0,198215,14097,0,0,0,0,45675,0,0,0,0,0,98780,38345,11960,0,2838,0,0,0,3080
1369884226324925,0,0,44660,0,0,923,0,0,48581,150,0,0,0,0,198591,14097,0,0,0,0,45675,0,0,0,0,0,98788,38345,11980,0,2838,0,0,0,3080
1369884227326035,0,0,44660,0,0,923,0,0,48692,150,0,0,0,0,198967,14224,0,0,0,0,45675,0,0,0,0,0,98796,38345,12000,0,2838,0,0,0,3136
1369884228325025,0,0,44660,0,0,923,0,0,48766,150,0,0,0,0,199342,14224,0,0,0,0,45675,0,0,0,0,0,98796,38345,12020,0,2838,0,0,0,3136
1369884229325765,0,0,44660,0,0,923,0,0,48840,150,0,0,0,0,199624,14224,0,0,0,0,45675,0,0,0,0,0,98796,38345,12040,0,2838,0,0,0,3136
1369884230325214,0,0,44660,0,0,923,0,0,48951,150,0,0,0,0,200000,14224,0,0,0,0,45675,0,0,0,0,0,98796,38345,12060,0,2838,0,0,0,3136
1369884231326214,0,0,44660,0,0,923,0,0,49025,150,0,0,0,0,200376,14351,0,0,0,0,45675,0,0,0,0,0,98804,38345,12080,0,2838,0,0,0,3136
1369884232324982,0,0,44660,0,0,923,0,0,49099,150,0,0,0,0,200752,14351,0,0,0,0,45675,0,0,0,0,0,98812,38345,12100,0,2838,0,0,0,3136
1369884233325166,0,0,44660,0,0,923,0,0,49210,150,0,0,0,0,201128,14351,0,0,0,0,45675,0,0,0,0,0,98812,38345,12120,0,2838,0,0,0,3136
1369884234325039,0,0,44660,0,0,923,0,0,49284,150,0,0,0,0,201410,14478,0,0,0,0,45675,0,0,0,0,0,98812,38345,12140,0,2838,0,0,0,3192
1369884235325749,0,0,44660,0,0,923,0,0,49358,150,0,0,0,0,201786,14478,0,0,0,0,45675,0,0,0,0,0,98812,38345,12160,0,2838,0,0,0,3192
1369884236325351,0,0,44660,0,0,923,0,0,49469,150,0,0,0,0,202162,14478,0,0,0,0,45675,0,0,0,0,0,98820,38345,12180,0,2838,0,0,0,3192
1369884237325518,0,0,44660,0,0,923,0,0,49543,150,0,0,0,0,202538,14605,0,0,0,0,45675,0,0,0,0,0,98828,38345,12200,0,2838,0,0,0,3192
1369884238325107,0,0,44660,0,0,923,0,0,49617,150,0,0,0,0,202820,14605,0,0,0,0,45675,0,0,0,0,0,98828,38345,12220,0,2838,0,0,0,3192
1369884239325985,0,0,44660,0,0,923,0,0,49728,150,0,0,0,0,203196,14605,0,0,0,0,45675,0,0,0,0,0,98828,38345,12240,0,3033,0,0,0,3192
1369884240325474,0,0,44660,0,0,923,0,0,49802,150,0,0,0,0,203572,14732,0,0,0,0,45675,0,0,0,0,0,98828,38345,12260,0,3033,0,0,0,3248
1369884241325670,0,0,44660,0,0,923,0,0,49876,150,0,0,0,0,203948,14732,0,0,0,0,45675,0,0,0,0,0,98836,38345,12280,0,3033,0,0,0,3248
1369884242325546,0,0,44660,0,0,923,0,0,49987,150,0,0,0,0,204324,14732,0,0,0,0,45675,0,0,0,0,0,98844,38345,12300,0,3033,0,0,0,3248
1369884243325806,0,0,44660,0,0,923,0,0,50061,150,0,0,0,0,204606,14859,0,0,0,0,45675,0,0,0,0,0,98844,38345,12320,0,3033,0,0,0,3248
1369884244326010,0,0,51765,0,0,923,0,0,50135,175,0,0,0,0,204982,14859,0,0,0,0,54810,0,0,0,0,0,98844,38345,12340,0,3033,0,0,0,3248
1369884245325072,0,0,51765,0,0,923,0,0,50246,175,0,0,0,0,205358,14859,0,0,0,0,54810,0,0,0,0,0,98844,38345,12360,0,3033,0,0,0,3248
1369884246325787,0,0,51765,0,0,923,0,0,50320,175,0,0,0,0,205734,14986,0,0,0,0,54810,0,0,0,0,0,98852,38345,12380,0,3033,0,0,0,3304
1369884247325517,0,0,51765,0,0,923,0,0,50394,175,0,0,0,0,206016,14986,0,0,0,0,54810,0,0,0,0,0,98860,38345,12400,0,3033,0,0,0,3304
1369884248325646,0,0,51765,0,0,923,0,0,50505,175,0,0,0,0,206392,14986,0,0,0,0,54810,0,0,0,0,0,98860,38345,12420,0,3033,0,0,0,3304
1369884249325063,0,0,51765,0,0,923,0,0,50579,175,0,0,0,0,206768,15113,0,0,0,0,54810,0,0,0,0,0,98860,38345,12440,0,3033,0,0,0,3304
1369884250325830,0,0,51765,0,0,923,0,0,50653,175,0,0,0,0,207144,15113,0,0,0,0,54810,0,0,0,0,0,98860,38345,12460,0,3033,0,0,0,3304
1369884251325970,0,0,51765,0,0,923,0,0,50764,175,0,0,0,0,207426,15113,0,0,0,0,54810,0,0,0,0,0,98868,38345,12480,0,3033,0,0,0,3304
1369884252325997,0,0,51765,0,0,923,0,0,50838,175,0,0,0,0,207802,15113,0,0,0,0,54810,0,0,0,0,0,98876,38345,12500,0,3033,0,0,0,3304
1369884253325197,0,0,51765,0,0,923,0,0,50912,175,0,0,0,0,208178,15240,0,0,0,0,54810,0,0,0,0,0,98876,38345,12520,0,3033,0,0,0,3360
1369884254325628,0,0,51765,0,0,923,0,0,51023,175,0,0,0,0,208554,15240,0,0,0,0,54810,0,0,0,0,0,98876,38345,12540,0,3033,0,0,0,3360
1369884255325591,0,0,51765,0,0,923,0,0,51097,175,0,0,0,0,208836,15240,0,0,0,0,54810,0,0,0,0,0,98876,38345,12560,0,3033,0,0,0,3360
1369884256325342,0,0,51765,0,0,923,0,0,51171,175,0,0,0,0,209212,15367,0,0,0,0,54810,0,0,0,0,0,98884,38345,12580,0,3033,0,0,0,3360
1369884257325494,0,0,51765,0,0,923,0,0,51282,175,0,0,0,0,209588,15367,0,0,0,0,54810,0,0,0,0,0,98892,38345,12600,0,3033,0,0,0,3360
1369884258325605,0,0,51765,0,0,923,0,0,51356,175,0,0,0,0,209964,15367,0,0,0,0,54810,0,0,0,0,0,98892,38345,12620,0,3033,0,0,0,3360
1369884259325840,0,0,51765,0,0,923,0,0,51430,175,0,0,0,0,210340,15494,0,0,0,0,54810,0,0,0,0,0,98892,38345,12640,0,3033,0,0,0,3416
1369884260326119,0,0,51765,0,0,923,0,0,51541,175,0,0,0,0,210622,15494,0,0,0,0,54810,0,0,0,0,0,98892,38345,12660,0,3033,0,0,0,3416
1369884261325346,0,0,51765,0,0,923,0,0,51615,175,0,0,0,0,210998,15494,0,0,0,0,54810,0,0,0,0,0,98900,38345,12680,0,3033,0,0,0,3416
1369884262325195,0,0,51765,0,0,923,0,0,51689,175,0,0,0,0,211374,15621,0,0,0,0,54810,0,0,0,0,0,98908,38345,12700,0,3033,0,0,0,3416
1369884263325346,0,0,51765,0,0,923,0,0,51800,175,0,0,0,0,211750,15621,0,0,0,0,54810,0,0,0,0,0,98908,38345,12720,0,3033,0,0,0,3416
1369884264325357,0,0,51765,0,0,923,0,0,51874,175,0,0,0,0,212126,15621,0,0,0,0,54810,0,0,0,0,0,98908,38345,12740,0,3033,0,0,0,3416
1369884265325820,0,0,51765,0,0,923,0,0,51948,175,0,0,0,0,212408,15748,0,0,0,0,54810,0,0,0,0,0,98908,38345,12740,0,3033,0,0,0,3472
1369884266325088,0,0,51765,0,0,923,0,0,52059,175,0,0,0,0,212784,15748,0,0,0,0,54810,0,0,0,0,0,98916,38345,12760,0,3033,0,0,0,3472
1369884267325704,0,0,51765,0,0,923,0,0,52133,175,0,0,0,0,213160,15748,0,0,0,0,54810,0,0,0,0,0,98924,38345,12780,0,3033,0,0,0,3472
1369884268325876,0,0,51765,0,0,923,0,0,52207,175,0,0,0,0,213536,15875,0,0,0,0,54810,0,0,0,0,0,98924,38345,12800,0,3033,0,0,0,3472
1369884269325776,0,0,51765,0,0,923,0,0,52318,175,0,0,0,0,213818,15875,0,0,0,0,54810,0,0,0,0,0,98924,38345,12820,0,3033,0,0,0,3472
1369884270325195,0,0,51765,0,0,923,0,0,52392,175,0,0,0,0,214194,15875,0,0,0,0,54810,0,0,0,0,0,98924,38345,12840,0,3033,0,0,0,3472
1369884271325663,0,0,51765,0,0,923,0,0,52466,175,0,0,0,0,214570,16002,0,0,0,0,54810,0,0,0,0,0,98932,38345,12860,0,3033,0,0,0,3528
1369884272325955,0,0,51765,0,0,923,0,0,52577,175,0,0,0,0,214946,16002,0,0,0,0,54810,0,0,0,0,0,98940,38345,12880,0,3033,0,0,0,3528
1369884273325666,0,0,51765,0,0,923,0,0,52651,175,0,0,0,0,215322,16002,0,0,0,0,54810,0,0,0,0,0,98940,38345,12900,0,3033,0,0,0,3528
1369884274325921,0,0,51765,0,0,923,0,0,52725,175,0,0,0,0,215604,16002,0,0,0,0,54810,0,0,0,0,0,98940,38345,12920,0,3033,0,0,0,3528
1369884275325525,0,0,51765,0,0,923,0,0,52836,175,0,0,0,0,215980,16129,0,0,0,0,54810,0,0,0,0,0,98940,38345,12940,0,3033,0,0,0,3528
1369884276325342,0,0,51765,0,0,923,0,0,52910,175,0,0,0,0,216356,16129,0,0,0,0,54810,0,0,0,0,0,98948,38345,12960,0,3033,0,0,0,3528
1369884277325167,0,0,51765,0,0,923,0,0,52984,175,0,0,0,0,216732,16129,0,0,0,0,54810,0,0,0,0,0,98956,38345,12980,0,3033,0,0,0,3528
1369884278325087,0,0,51765,0,0,923,0,0,53095,175,0,0,0,0,217108,16256,0,0,0,0,54810,0,0,0,0,0,98956,38345,13000,0,3033,0,0,0,3584
1369884279325307,0,0,51765,0,0,923,0,0,53169,175,0,0,0,0,217390,16256,0,0,0,0,54810,0,0,0,0,0,98956,38345,13020,0,3033,0,0,0,3584
1369884280325341,0,0,51765,0,0,923,0,0,53243,175,0,0,0,0,217766,16256,0,0,0,0,54810,0,0,0,0,0,98956,38345,13040,0,3033,0,0,0,3584
1369884281324924,0,0,51765,0,0,923,0,0,53354,175,0,0,0,0,218142,16383,0,0,0,0,54810,0,0,0,0,0,98964,38345,13060,0,3033,0,0,0,3584
1369884282325147,0,0,51765,0,0,923,0,0,53428,175,0,0,0,0,218517,16383,0,0,0,0,54810,0,0,0,0,0,98972,38345,13080,0,3033,0,0,0,3584
1369884283325761,0,0,51765,0,0,923,0,0,53539,175,0,0,0,0,218893,16383,0,0,0,0,54810,0,0,0,0,0,98972,38345,13100,0,3033,0,0,0,3584
1369884284325133,0,0,51765,0,0,923,0,0,53613,175,0,0,0,0,219175,16510,0,0,0,0,54810,0,0,0,0,0,98972,38345,13120,0,3033,0,0,0,3640
1369884285325786,0,0,51765,0,0,923,0,0,53687,175,0,0,0,0,219551,16510,0,0,0,0,54810,0,0,0,0,0,98972,38345,13140,0,3033,0,0,0,3640
1369884286326047,0,0,51765,0,0,1242,0,0,53798,175,0,0,0,0,219927,16510,0,0,0,0,54810,0,0,0,0,0,98980,38345,13160,0,3103,0,0,0,3640
1369884287325304,0,0,51765,0,0,1242,0,0,53872,175,0,0,0,0,220303,16637,0,0,0,0,54810,0,0,0,0,0,98988,38345,13180,0,3103,0,0,0,3640
1369884288326049,0,0,51765,0,0,1242,0,0,53946,175,0,0,0,0,220679,16637,0,0,0,0,54810,0,0,0,0,0,98988,38345,13200,0,3103,0,0,0,3640
1369884289325084,0,0,51765,0,0,1242,0,0,54020,175,0,0,0,0,221055,16637,0,0,0,0,54810,0,0,0,0,0,98988,38345,13220,0,3103,0,0,0,3640
1369884290325809,0,0,51765,0,0,1242,0,0,54131,175,0,0,0,0,221337,16764,0,0,0,0,54810,0,0,0,0,0,98988,38345,13240,0,3103,0,0,0,3696
